UNITS=ANG 
10
 O   -0.00507791  -0.09632983 -0.01872061
 O   -0.02651235  -0.06255888  2.74160355
 O    0.06439508   2.64059173  0.38258865
 O    0.60335580   2.54954062  1.74738863
 H    1.47839182   2.94634110  1.61071464
 H    0.07202800   1.68596901  0.13288666
 H    0.62962322  -0.66948577 -0.46250137
 H   -0.04793082  -0.38587107  0.91359541
 H    0.15607065   0.88899096  2.65146359
 H   -0.77995732  -0.14075522  3.33771571
